latitude,longitude,brightness
11.56,21.352,328.8
11.558,21.336,348.3
11.555,21.321,331
11.574,21.365,346.1
11.572,21.35,372.9
11.569,21.335,339.1
11.613,21.531,327.6
11.224,18.822,322.4
11.686,21.34,328.1
11.698,21.338,326.6
11.508,18.703,331.2
11.504,18.678,339.1
11.605,18.977,329.7
11.925,20.618,328.6
12.22,21.796,329.6
12.111,19.925,328.4
12.108,19.906,335.6
12.111,19.918,330.3
12.108,19.899,327.7
30.705,29.933,310.2
-31.009,29.897,315
-30.028,30.047,315.8
-30.02,30.039,321
-29.31,30.201,319.7
-29.298,30.2,394.5
-29.3,30.182,345.7
-29.298,30.21,346.6
-29.3,30.193,381.4
-28.53,32.291,319.3
-28.532,32.279,333.2
-28.445,32.321,317
-28.223,30.163,384.2
-28.225,30.146,335.8
-27.595,30.581,325.7
-27.647,30.122,342.4
-27.514,30.818,345.5
-27.516,30.804,350.7
-24.943,44.587,327.7
-24.95,44.581,325.7
-24.917,44.499,326.2
-26.443,32.815,324.4
-26.433,32.813,353.2
-26.435,32.802,329.4
-26.407,32.824,322.9
-26.408,32.814,333.9
-26.41,32.803,327.6
-25.654,30.345,319.3
-25.176,33.193,327.7
-25.177,33.183,347.5
-25.025,33.412,326.9
-24.875,33.302,327.5
-23.059,43.739,324.3
-22.997,43.724,323.7
-22.989,43.717,323.4
-24.852,32.658,326.7
-24.835,32.644,331.2
-22.889,43.726,323.8
-22.879,43.715,327.7
-22.849,43.737,321.7
-22.779,43.755,321.1
-24.332,34.294,331.6
-24.436,31.857,339.1
-24.013,34.785,332.5
-24.015,34.775,326.1
-23.818,35.098,330.5
-23.745,34.728,326.7
-23.956,33.038,341.3
-23.946,33.047,334.7
-23.947,33.037,335.7
-23.871,33.525,332.7
-23.642,35.044,330.2
-23.612,35.135,328.8
-22.076,43.501,324.6
-22.083,43.468,325
-23.545,35.144,327.6
-22.067,43.491,326.7
-23.498,35.088,343.1
-23.5,35.078,345.3
-23.501,35.068,373.8
-23.49,35.076,329.8
-23.492,35.066,334.8
-23.493,35.056,329.1
-23.495,35.047,340.5
-23.486,35.045,338.5
-23.481,35.014,349.2
-23.483,35.004,336.3
-23.472,35.012,333.7
-23.438,35.18,331.3
-23.421,35.243,328.3
-23.422,35.233,327.6
-23.419,35.129,332.3
-23.446,34.951,326.8
-23.363,35.191,328.2
-23.389,34.772,344.6
-23.39,34.762,366.4
-23.471,34.205,329.2
-23.38,34.77,340
-23.381,34.761,362.4
-23.278,34.777,350.2
-23.28,34.767,343.6
-23.269,34.775,332.6
-23.251,34.772,345.7
-23.117,35.046,330.9
-23.126,34.497,334.3
-23.127,34.487,336.3
-23.117,34.495,329.3
-23.118,34.485,331.5
-23.062,34.489,332.9
-23.064,34.479,358.4
-23.055,34.478,335.2
-23.048,34.337,330.1
-22.767,35.472,328.9
-22.769,35.462,337.6
-22.928,34.34,326.2
-22.751,35.459,324.1
-22.678,35.45,324.4
-22.687,35.389,323.2
-22.689,35.378,327.9
-22.685,35.284,325.2
-22.596,35.45,349.4
-22.783,32.688,339.9
-22.784,32.678,344.2
-22.386,35.133,323.8
-22.747,32.406,333
-22.343,34.875,324.8
-22.242,34.678,324.7
-22.244,34.668,336.4
-22.277,34.444,330
-22.233,34.677,334.8
-22.235,34.667,359.8
-22.253,34.479,331.7
-22.246,34.473,326.1
-22.182,34.592,325.1
-22.029,35.18,324.9
-22.487,31.96,341.8
-22.096,34.671,332.2
-22.478,31.959,355.9
-22.026,35.014,334.4
-22.028,35.004,327.3
-22.043,34.905,322.7
-22.342,32.617,333.7
-22.344,32.607,343.7
-22.304,32.835,338.2
-22.305,32.825,333.2
-21.918,35.31,328.2
-21.87,35.139,346.9
-21.866,35.107,342.9
-21.907,34.767,332.7
-21.909,34.757,322.4
-21.862,34.698,328
-21.783,35.155,335.8
-21.797,35.064,332
-21.798,35.054,327
-22.061,33.263,329.7
-21.721,35.024,332.9
-21.684,35.204,324.2
-21.676,35.206,325.5
-21.677,35.196,324.8
-21.7,35.045,358.6
-21.702,35.035,345
-21.846,34.055,326.9
-21.948,33.084,339.9
-21.949,33.074,339.6
-21.939,33.082,327.3
-21.94,33.072,352.6
-21.942,33.063,350.4
-21.641,35.065,327.6
-21.734,33.56,327.3
-21.49,34.965,321.8
-21.859,32.185,327.2
-21.412,34.63,324.6
-21.711,32.202,328
-21.713,32.192,351.9
-21.702,32.2,328
-21.703,32.19,343.6
-21.278,33.278,332.2
-21.279,33.268,339.8
-21.117,34.136,326.5
-21.182,33.625,328.2
-21.184,33.616,337.5
-21.104,33.335,346.5
-21.106,33.326,327.9
-21.108,33.248,321.4
-21.009,33.225,322.8
-20.826,33.993,329.9
-21.053,31.568,326.8
-20.361,34.395,325
-20.215,34.565,329.7
-20.216,34.555,340.5
-20.208,34.558,327.4
-20.584,30.871,334.5
-20.125,33.04,318
-20.096,32.986,324.8
-20.097,32.977,324.8
-20.048,33.002,318.6
-20.05,32.993,322.2
-20.038,33.01,338.2
-18.048,44.073,315.1
-18.048,44.065,317
-19.96,27.023,333.8
-20.058,22.369,346.5
-20.057,22.361,343.1
-19.736,23.014,341.2
-19.732,23.009,338
-19.685,22.966,335.3
-19.668,22.964,343.6
-19.671,22.925,344.7
-18.773,31.109,321.2
-19.68,22.958,342.1
-19.663,22.956,342.6
-19.079,22.708,330.9
-19.082,22.668,331.6
-18.037,31.873,316.6
-19.065,22.667,326.7
-19.076,22.703,331.5
-19.079,22.664,331.2
-17.919,31.862,314.3
-18.888,22.435,346
-18.883,22.472,330.8
-18.887,22.431,352.2
-18.83,22.862,328.9
-16.577,39.266,324.2
-18.743,22.242,333.3
-18.729,22.198,337.5
-18.742,22.238,334.3
-18.729,22.195,334.8
45.46,10.457,304.3
45.169,8.505,303.6
45.169,8.501,305.4
-15.749,40.248,332.2
-15.754,40.222,326.2
-15.747,40.242,333.7
-15.724,40.211,343.7
-15.728,40.186,332.2
-15.714,40.183,330
-15.602,40.286,324.4
-15.398,40.153,324.4
-15.396,40.148,324.4
-15.249,40.387,323.5
-14.733,39.841,326.9
-14.738,39.817,327.7
-14.73,39.836,329.1
-15.885,21.336,331.5
-15.886,21.329,330.9
-12.601,40.024,325.1
-13.217,35.3,331.9
-12.998,31.095,330
-12.932,31.497,334.2
-12.934,31.488,331
-12.447,33.919,337.6
-12.277,33.889,333.5
-13.081,27.969,314.3
-13.083,27.957,319.1
-12.626,30.934,318.3
-12.47,31.584,326
-11.062,39.716,326.2
-11.05,39.709,326
-11.973,33.821,327.3
-11.897,34.099,325.5
-11.52,36.396,326.9
-11.864,34.116,330
-11.589,35.679,363.5
-11.591,35.666,333.1
-11.578,35.678,374.3
-11.58,35.664,341.3
-11.546,35.379,332
-11.058,38.099,329.8
-11.713,33.836,328.1
-12.243,29.593,329.2
-12.109,30.422,334.4
-12.177,29.726,323.6
-11.338,35.283,326.3
-11.736,31.693,322.2
-11.899,30.083,321.3
-11.9,30.074,319
-11.712,31.34,343.6
-11.714,31.331,340.5
-11.886,29.974,323.1
-11.822,30.304,328.8
-11.798,30.406,321.4
-11.79,30.408,328.2
-11.575,31.536,326.6
-11.76,29.554,328.5
-11.096,34.061,327.1
-11.442,31.049,332.9
-11.443,31.04,328.5
-10.924,34.182,340.8
-11.146,32.573,358
-11.472,30.238,319.7
-10.98,33.491,335.5
-10.975,33.495,334
-11.435,30.054,328.5
-10.804,34.169,340.1
-11.134,31.522,360
-11.3,30.22,318.8
-10.719,34.115,328.5
-10.709,34.113,334.4
-10.257,36.846,338.1
-12.214,22.584,316
-10.252,36.858,328.4
-10.254,36.841,330.8
-10.672,34.16,327.9
-10.684,34.081,327.2
-10.719,33.848,327
-10.239,36.856,329.2
-10.662,34.158,334.3
-11.11,31.115,330.7
-10.227,36.854,330
-10.736,33.602,328.4
-11.236,30.157,321.8
-11.227,30.156,320.1
-10.642,34.086,330.4
-10.947,31.991,329.2
-10.941,31.971,343.4
-10.862,31.878,325.4
-9.554,39.52,324.2
-11.016,30.218,333.3
-11.107,29.418,322.7
-10.214,35.408,342.6
-10.196,34.969,335.2
-10.192,34.963,341.3
-10.873,30.061,321
-10.064,34.841,327.7
-9.47,37.309,337.6
-9.457,37.307,337.2
-9.849,34.834,341.4
-9.471,37.304,327.1
-9.459,37.302,335.2
-9.842,34.84,353.4
-9.844,34.828,325
-9.328,37.696,328.3
-9.331,37.675,329.2
-10.229,31.033,328.4
-9.803,33.747,332.9
-9.725,33.171,328.7
-10.01,30.896,363.9
-9.86,31.875,327.4
-9.511,34.121,324.9
-9.739,32.626,336.6
-9.5,34.123,327
-9.49,34.122,339.7
-9.492,34.11,338.9
-9.48,34.12,327.5
-9.482,34.108,351.5
-10.374,27.888,321
-9.867,30.928,329
-9.108,35.582,324.5
-9.37,33.433,338.7
-8.932,35.389,327.8
-9.523,30.502,324.6
-9.65,29.207,322.1
-9.506,23.136,334.4
-9.51,23.111,326.5
-8.033,32.712,331
-8.035,32.701,328.6
-7.956,31.166,330.1
-8.121,29.55,320.8
-7.918,29.622,320.8
-7.919,29.613,341.3
-7.508,30.183,319.9
-7.509,30.175,319.7
-7.509,30.04,346.9
-7.36,29.081,319.8
-5.019,33.918,340.5
-5.001,33.936,341.3
-4.99,33.934,360.1
-0.004,31.836,343.7
16.474,-15.768,325.4
14.877,-11.659,320.5
14.873,-11.634,322.5
14.87,-11.64,325.7
14.579,-11.299,327
14.156,-11.93,326.3
13.857,-12.48,332.8
13.853,-12.457,334.6
13.843,-12.482,322.4
13.839,-12.459,320.6
13.616,-11.318,325.5
13.617,-11.324,321.6
13.539,-11.399,317.9
13.611,-11.807,317.5
13.73,-12.724,318
14.081,-14.905,323.4
13.635,-12.58,319.5
14.328,-16.904,323
13.661,-13.611,331.4
13.661,-13.618,328.5
13.32,-12.295,315.2
13.315,-12.301,316.6
12.926,-10.538,317.1
13.484,-13.966,319.2
13.159,-12.262,316.5
13.155,-12.238,317.6
13.15,-12.244,319.7
12.238,-12.344,320.7
12.249,-12.348,323.9
11.76,-10.907,327.2
11.767,-10.911,324.6
11.761,-10.878,318.8
10.858,-13.687,310.2
39.102,-5.59,305.7
38.993,-6.022,304.5
38.965,-6.009,304.4
41.64,-5.741,300.3
-20.338,145.244,307.1
-20.326,145.256,310.5
-19.7,144.173,322.8
-19.701,144.157,332.3
-19.701,144.167,332
-19.703,144.151,309.1
-19.69,144.165,327.8
-19.692,144.15,309.6
-19.491,142.743,311.9
-19.491,142.736,308.4
-19.368,142.555,319.2
-19.355,142.553,309.6
-19.354,142.566,309
-19.295,142.394,307.4
-19.28,142.413,322.5
-19.282,142.393,315.7
-19.267,142.412,306.5
-19,144.706,323.8
-19.281,142.408,320.9
-18.996,144.714,313
-18.997,144.7,314.3
-19.268,142.407,318.8
-19.268,142.041,310.9
-18.952,144.708,306
-19.255,142.04,343.1
-19.242,142.038,317.1
-19.238,141.948,306.7
-19.24,141.926,315.1
-19.218,142.013,315.7
-18.914,144.661,313.9
-18.921,144.605,315.8
-19.206,141.989,309.9
-19.213,141.923,319.6
-19.216,141.9,313.4
-18.91,144.668,311.8
-19.208,142.005,319.6
-19.218,141.917,323.7
-19.205,141.915,312.7
-19.181,141.752,313.2
-19.167,141.75,316.7
-19.171,141.768,308
-19.173,141.745,321.2
-18.892,142.527,310.3
-18.894,142.507,312.6
-18.896,142.487,311.9
-18.885,142.465,317.6
-18.891,142.521,315.8
-18.894,142.501,309.1
-18.896,142.481,313.8
-18.883,142.479,309.1
-18.886,142.459,311.4
-18.853,142.516,318.5
-18.856,142.496,328.5
-18.858,142.476,313.3
-18.849,142.435,311.7
-18.817,142.492,310.4
-18.803,142.388,310.2
-18.818,142.485,311.6
-18.784,142.441,324.2
-18.678,142.462,312.7
-18.464,142.156,311.8
-18.466,142.15,312.5
-18.199,143.044,315.1
-18.195,143.037,313.7
-18.147,143.031,321.6
-18.043,143.344,307.2
-17.65,143.386,308.4
-17.638,143.384,313.8
-17.575,143.452,336.8
-17.563,143.451,330.2
-17.66,142.621,317.5
-17.668,142.546,317.3
-17.67,142.527,321.7
-17.551,143.449,313.1
-17.561,143.368,338
-17.563,143.352,327.6
-17.54,143.448,325.6
-17.549,143.367,372.8
-17.551,143.35,354.7
-17.538,143.365,359.3
-17.54,143.349,349.8
-17.541,143.333,308.4
-17.526,143.364,326
-17.528,143.347,339.6
-17.53,143.359,354.8
-17.532,143.343,317.4
-17.518,143.357,323.2
-17.52,143.341,324.9
-17.509,143.339,310.4
-17.485,143.336,314.4
-17.487,143.32,309.3
-17.274,144.421,308.8
-17.263,144.42,310.2
-17.166,144.863,305.6
-17.16,144.855,306.9
-17.186,144.12,313.2
-17.188,144.106,320.6
-17.19,144.092,309.6
-17.187,144.018,312.4
-17.189,144.004,309
-17.164,144.117,309.4
-17.131,144.005,306.3
-16.875,143.864,319.8
-16.862,143.877,310.4
-16.864,143.862,312.1
-16.828,144.063,305.5
-16.858,143.817,311.6
-16.86,143.802,310.9
-16.847,143.815,311.8
-16.799,144.009,308.2
-16.759,143.782,307.1
-16.442,145.127,301.3
-16.432,145.125,301.2
-16.352,145.035,324.7
-16.345,145.01,304.4
-15.925,143.597,306.3
-15.901,143.609,308
-15.946,143.245,302.5
-13.86,143.128,305
-12.507,142.072,304.5
-11.312,142.135,307.9
-31.292,147.801,316
-26.233,149.514,311.2
-26.234,149.503,328.5
35.023,136.864,305.4
6.35,2.032,313.3
7.996,12.602,316.4
7.998,12.597,317.1
6.478,0.588,314.9
6.657,-0.115,328.3
8.382,12.648,327.4
6.692,-0.087,331.5
6.772,0.028,322.6
6.788,-0.198,322.9
6.836,-0.087,339.6
7.37,2.72,327.2
7.369,2.711,320.4
7.444,2.203,317.4
7.442,2.194,325.3
7.225,-0.016,321
7.512,-0.014,322.6
7.511,-0.024,313.5
7.792,1.12,324.4
7.84,1.135,326.4
7.885,0.242,318.6
7.936,-0.522,339.8
7.946,-0.523,343.6
7.887,-1.182,319.4
7.885,-1.195,334.1
8.016,-0.472,317.7
7.676,-2.677,310.9
8.026,-0.473,338.9
8.024,-0.484,319.1
8.052,-0.365,320.3
7.194,-5.865,315.5
8.264,0.94,323.4
7.196,-5.841,312.8
8.342,1.164,322
8.045,-1.162,318.4
8.044,-1.156,317.9
8.245,0.083,331.4
8.243,0.072,322.8
8.442,1.152,321.2
8.441,1.142,327.5
8.45,1.141,343.6
8.492,1.305,335
8.38,0.368,333.5
8.34,-0.022,316.1
8.335,-0.054,319.1
8.19,-1.209,322.1
8.068,-2.009,315
8.066,-2.023,323.2
8.291,-0.752,320.3
8.544,0.845,331.5
8.542,0.835,331.5
8.363,-0.55,324.5
8.587,0.887,348.5
8.301,-1.023,337.1
8.299,-1.035,324.3
8.151,-2.072,318.3
8.387,-0.657,320.7
8.613,0.805,349.2
8.374,-1.077,326.2
8.369,-1.175,329.4
8.378,-1.188,317
8.577,0.067,319.9
8.44,-0.918,344.9
8.45,-0.914,320.3
8.494,-0.767,320.3
8.492,-0.778,326.6
8.463,-0.964,334.2
8.473,-0.965,353.6
8.56,-0.731,320.8
8.501,-1.128,340.4
8.461,-1.462,314.3
8.364,-2.103,321.6
8.571,-0.726,319.2
8.364,-2.108,316.9
8.763,0.213,319.5
8.599,-0.943,330.4
8.598,-0.954,341.2
8.545,-1.302,319.5
8.703,-0.604,345.2
8.701,-0.615,327.4
8.691,-0.682,317.6
8.689,-0.694,325.5
8.699,-0.695,320.5
8.734,-0.598,345.4
8.733,-0.609,348.1
8.767,-0.648,325
8.769,-0.643,325.1
8.806,-0.468,320.8
8.773,-0.747,328.9
8.75,-0.895,321
8.748,-0.906,329.4
8.796,-0.658,324.7
8.795,-0.67,328.7
8.819,-0.777,334.4
8.693,-1.608,335.1
9.094,1.011,346.2
8.765,-1.274,332.4
8.947,-0.085,320.2
8.887,-0.543,328.7
8.854,-0.755,328.6
8.774,-1.269,339.5
8.772,-1.281,327.2
9.193,1.433,322.6
9.074,0.629,320.2
8.896,-0.545,321.4
8.615,-2.343,313.7
8.96,-0.662,324.4
10.125,7.657,324.1
10.126,7.57,315.7
8.884,-1.355,328.6
8.896,-1.344,315.9
9.271,0.84,317.6
9.125,-0.188,338.6
9.124,-0.199,338
8.973,-1.177,320
9.203,0.257,320.7
9.086,-0.711,318.4
9.019,-1.148,329.1
8.817,-2.447,315.2
9.145,-0.385,323.8
9.791,4.024,328.8
9.789,4.014,348
9.178,-0.228,321.1
9.177,-0.239,345.3
9.175,-0.249,324.9
9.088,-0.827,326.6
9.8,4.023,318
9.407,1.201,321.8
9.211,-0.138,324.6
9.431,1.305,319.1
9.042,-1.255,323.3
9.282,0.24,321.5
9.11,-0.952,324.2
9.267,-0.12,320.2
9.15,-0.888,334.4
9.148,-0.9,332.7
9.259,-0.365,328.7
9.027,-1.9,323.8
10.6,9.252,313.3
9.033,-1.894,316.1
9.031,-1.907,319.1
10.363,7.266,324.3
10.359,7.233,327
9.914,3.863,337.9
9.924,3.862,324.2
9.341,-0.309,322.3
9.055,-2.176,317.8
9.95,3.848,324.3
9.655,1.701,326.9
10.021,4.116,325.9
9.446,0.039,323.2
10.037,4.093,328
10.036,4.083,341.9
10.034,4.073,354.5
10.007,3.874,321.8
10.045,4.082,347.8
10.044,4.072,358.2
9.039,-2.716,316
9.036,-2.731,325.1
10.056,4.091,337.2
10.054,4.081,324.9
9.301,-1.174,321.7
10.07,4.058,373
10.081,4.066,332.1
10.08,4.056,345.4
9.316,-1.213,321
9.314,-1.224,339.1
9.291,-1.381,318.7
10.088,4.045,327.2
9.452,-0.375,326.8
10.095,4.048,336.2
10.104,4.046,372.7
10.519,7.15,327.7
9.653,0.806,318.6
9.167,-2.35,321.9
9.525,-0.116,322
10.159,4.028,335
10.158,4.018,346.8
10.155,3.927,328.8
9.54,-0.341,321.1
10.182,4.019,327.6
9.604,-0.009,326.1
10.181,3.938,330.6
10.179,3.928,347.2
9.981,2.5,324.5
10.189,3.927,324.1
9.297,-2.176,320.4
9.278,-2.3,321.7
9.013,-4.017,312.5
9.006,-4.056,313.8
10.225,3.983,320
9.306,-2.262,345
9.317,-2.264,370.4
9.308,-2.32,317.9
9.646,-0.31,321.9
9.644,-0.32,328.1
9.28,-2.721,318.5
9.64,-0.445,340.4
9.281,-2.712,318.6
9.079,-4.095,319.2
10.75,7.059,344.1
10.748,7.043,327.3
9.6,-1.096,327.5
9.411,-2.329,321
9.409,-2.343,344.6
9.158,-3.932,319.2
9.923,0.944,322.4
9.922,0.935,323.5
10.757,7.052,338.5
9.805,0.102,343.5
9.422,-2.336,323.1
9.42,-2.35,328.1
9.158,-3.937,321.8
10.793,7.245,325.9
9.954,1.038,355.5
9.671,-0.833,333.2
9.943,0.897,324.2
9.749,-0.391,336.1
9.748,-0.402,328.3
9.681,-0.835,326.4
9.414,-2.526,329.3
9.747,-0.467,328.7
9.689,-0.848,347.4
9.439,-2.59,319.5
9.873,0.173,328.3
9.791,-0.376,325.5
9.789,-0.387,326.8
9.688,-1.056,324.4
9.686,-1.068,326.1
9.448,-2.606,318.5
9.882,0.172,333.9
9.657,-1.327,327.3
9.655,-1.339,320
9.466,-2.564,326.2
9.767,-0.735,324.1
9.768,-0.742,323.6
10.131,1.547,324.6
9.872,-0.194,331
9.87,-0.204,329.4
9.64,-1.695,320.7
10.083,1.031,338.4
10.301,2.48,323
10.189,1.695,321.3
9.616,-2.12,330.9
9.748,-1.336,320.9
10.887,6.533,335.2
10.886,6.528,329.7
10.181,1.264,325.3
10.879,6.296,317.6
10.288,1.877,331.2
10.16,0.994,329.3
10.297,1.876,326.3
9.925,-0.705,356.3
9.924,-0.716,327.4
9.77,-1.787,321.6
9.769,-1.8,324
10.97,6.562,324.5
10.959,6.474,325.7
9.69,-2.377,327.7
9.224,-5.307,314.8
10.981,6.56,326.7
10.97,6.473,330.4
10.968,6.458,324.4
9.933,-0.853,349.1
9.932,-0.864,323.4
10.959,6.467,327.5
9.936,-0.849,336.2
9.934,-0.86,337.2
9.694,-2.37,323.2
10.971,6.466,327.3
9.753,-2.072,333.7
9.215,-5.313,319.2
9.875,-1.368,320.9
9.764,-2.073,355
9.498,-3.711,314.7
9.981,-0.754,331.3
9.887,-1.358,322.4
9.885,-1.37,324.2
10.984,6.304,323.1
9.777,-2.13,334.3
10.315,1.359,328.6
9.845,-1.767,319.2
11.044,6.59,327.4
9.955,-1.117,331
9.954,-1.129,327.1
9.845,-1.832,326.5
11.055,6.589,322.3
10.041,-0.686,327.2
10.016,-0.85,331.6
9.861,-1.874,324.8
9.797,-2.287,337.7
9.795,-2.301,342.1
9.9,-1.685,327.1
9.898,-1.698,321.8
9.873,-1.863,336.7
9.519,-4.133,321.2
9.895,-1.69,323.1
9.867,-1.867,327.6
9.798,-2.293,335.9
9.796,-2.307,325.5
10.103,-0.428,325.4
9.879,-1.856,352.6
9.877,-1.869,326.6
10.661,3.346,325.6
9.519,-4.138,317.4
9.872,-2.041,325.6
10.092,-0.688,350.3
10.091,-0.699,327.8
9.907,-1.953,336.1
11.124,6.425,323.5
9.892,-2.195,355.6
9.817,-2.676,324.4
11.145,6.489,327.7
10.605,2.411,325
10.415,1.097,324.7
9.938,-2.073,340.1
11.215,6.864,339.9
10.613,2.345,325.3
11.227,6.863,351.9
11.225,6.847,333.6
11.164,6.369,328.2
10.644,2.433,332.7
10.643,2.424,325.1
10.197,-0.612,327.8
10.195,-0.623,324.5
11.22,6.63,327.1
10.18,-0.854,329.7
10.021,-1.886,332
11.245,6.642,317
11.243,6.627,320
10.668,2.411,346.2
10.667,2.402,324
10.032,-1.888,331.1
10.448,0.818,323.3
10.006,-2.124,326.6
9.994,-2.205,319.5
9.953,-2.468,323.7
10.101,-1.578,325.8
9.942,-2.613,332.1
10.099,-1.57,325.9
10.009,-2.13,325
9.953,-2.473,323.5
10.101,-1.621,326.3
10.087,-1.707,334.6
10.085,-1.72,328.5
9.941,-2.618,329.1
10.098,-1.709,336.4
10.096,-1.721,322.9
10.248,-0.814,336.6
10.246,-0.825,327
9.911,-2.95,328.4
10.207,-1.14,325.7
10.181,-1.314,328.9
10.179,-1.325,321.5
10.105,-1.8,337.9
9.922,-2.952,328.3
10.869,3.323,323.9
11.354,6.873,326.9
10.472,0.422,325.1
9.937,-3.081,331.5
9.934,-3.097,321.4
10.024,-2.602,331.8
10.172,-1.708,335.5
10.619,1.232,327.5
10.17,-1.702,331.5
10.026,-2.594,328
10.024,-2.609,325
9.984,-2.922,323.6
10.71,1.728,329.8
10.708,1.719,336
10.27,-1.204,324.1
10.268,-1.215,326.3
10.1,-2.346,325.2
10.554,0.539,333.4
10.33,-0.947,344.4
10.342,-0.937,360
10.34,-0.948,351.4
10.199,-1.861,332.5
10.197,-1.873,362.1
10.093,-2.532,326.7
10.091,-2.546,323.6
10.281,-1.397,331.7
10.257,-1.552,335.3
10.255,-1.564,351.9
10.24,-1.662,333.2
10.238,-1.674,328.1
10.209,-1.862,336.3
10.207,-1.875,367.4
10.205,-1.888,332.5
10.175,-2.082,325.8
10.115,-2.463,328.4
10.95,3.102,325.1
10.798,2.028,322.6
10.728,1.541,336.4
10.249,-1.676,325.1
10.247,-1.688,330.8
10.241,-1.726,326.3
10.135,-2.409,325.1
10.133,-2.423,344.7
10.744,1.585,343.2
10.276,-1.568,340.3
10.274,-1.58,342.4
10.152,-2.369,326.2
10.333,-1.261,324.6
10.308,-1.425,331
10.331,-1.266,325.1
10.154,-2.375,325.1
10.317,-1.42,353.6
10.315,-1.432,368.3
10.467,-0.52,329.7
10.311,-1.529,327.4
10.268,-1.799,334.1
10.482,-0.49,326.5
10.321,-1.531,326.2
10.4,-1.09,331.3
10.398,-1.101,329.4
10.157,-2.636,333.1
10.269,-1.996,330.2
10.267,-2.009,327.3
10.213,-2.356,328.6
11.034,3.113,335.5
11.032,3.103,330.9
10.473,-0.739,326.7
11.043,3.111,364.8
11.041,3.102,343
10.195,-2.613,326.8
10.192,-2.627,327.5
10.488,-0.842,344.2
10.486,-0.853,333.2
10.479,-0.897,326.6
10.241,-2.46,322.9
10.206,-2.689,335.2
10.491,-0.838,333.1
10.489,-0.849,338.1
10.232,-2.465,327.7
10.208,-2.681,326.8
10.206,-2.696,328.8
10.45,-1.233,331.2
10.448,-1.244,333.4
10.403,-1.6,332.2
10.401,-1.612,336.7
10.321,-2.118,324.3
10.319,-2.132,328.8
10.282,-2.36,332.2
10.28,-2.374,330
10.262,-2.485,327.5
11.551,6.44,328
10.914,1.74,322.7
10.912,1.731,339.4
10.847,1.278,325.4
10.552,-0.703,335.9
10.921,1.73,337.8
10.856,1.277,340.5
10.855,1.268,328.7
10.695,0.182,325.2
10.311,-2.323,326.9
10.308,-2.337,328.3
10.385,-1.916,327.3
10.228,-2.989,327.3
10.944,1.699,349
10.503,-1.288,330
10.396,-1.984,333
10.394,-1.997,324.4
10.376,-2.114,353.2
10.374,-2.127,363.9
10.372,-2.14,323.3
10.385,-2.129,327.9
10.401,-1.99,327.7
10.382,-2.107,325.1
10.38,-2.12,358.2
10.378,-2.133,345.7
10.892,1.145,325.9
10.953,1.507,331.2
10.952,1.498,347.5
10.901,1.143,341.7
10.234,-3.155,333.7
10.911,1.151,329.5
10.91,1.142,327.8
10.573,-1.095,361.4
10.607,-0.94,330.8
10.605,-0.951,339.8
10.482,-1.744,324.9
10.469,-1.831,325.9
10.467,-1.844,333.7
10.479,-1.833,354.6
10.477,-1.845,355.7
10.334,-2.752,333.8
10.478,-1.91,330.1
10.915,0.925,325.4
11.06,1.87,324.4
10.37,-2.743,323.7
11.103,2.103,350.3
11.101,2.094,350.7
10.406,-2.586,328.4
10.36,-2.877,327.9
10.98,1.181,340
10.979,1.172,354.4
10.662,-0.922,327
10.372,-2.735,328.2
10.989,1.179,355.9
10.988,1.17,422.2
10.987,1.161,331.5
10.359,-2.884,331.5
10.998,1.178,392.6
10.997,1.169,357.6
10.61,-1.389,331.4
10.563,-1.688,337.9
10.561,-1.7,346.7
10.42,-2.581,329
11.145,2.072,325.4
11.144,2.063,328.8
11.143,2.054,337.8
10.417,-2.743,326.2
10.534,-2.071,325.8
11.132,1.852,345.8
11.141,1.851,399.5
11.14,1.842,343.1
10.455,-2.719,326.6
10.42,-2.94,327.3
10.709,-1.146,330.9
10.707,-1.157,338.9
10.558,-2.129,328.5
10.387,-3.22,326.8
10.385,-3.235,327.7
10.719,-1.147,331.8
10.717,-1.159,374.9
10.718,-1.153,354.2
10.716,-1.164,346.5
10.583,-2.005,325
11.214,2.103,329.1
11.213,2.093,337.8
10.533,-2.447,338.7
10.451,-3.028,324.6
10.664,-1.76,324.8
10.901,-0.285,336.7
11.389,2.893,324.9
11.223,1.658,329.7
10.609,-2.46,324.5
10.791,-1.347,333.7
10.789,-1.358,334.1
10.926,-0.602,327.8
10.803,-1.396,339.2
10.673,-2.365,343.8
11.333,1.967,330.6
10.814,-1.53,325.2
10.795,-1.65,329.8
10.911,-1.03,326.6
10.85,-1.427,334.4
10.848,-1.439,337.1
10.726,-2.236,343.2
10.696,-2.424,323.9
11.479,2.806,327.6
11.476,2.787,325.5
10.668,-2.678,327.1
11.401,2.192,363.2
11.4,2.183,336.8
11.371,1.974,331.3
11.369,1.965,332.1
10.729,-2.241,327.4
11.38,1.973,358.5
11.378,1.964,363.6
10.903,-1.218,338.5
10.901,-1.229,340.3
10.671,-2.669,328.8
10.924,-1.21,324.9
10.97,-0.977,330
11.371,1.66,340.6
10.98,-0.979,332.7
10.968,-1.056,337
11.38,1.659,350.4
10.98,-1.046,331.9
10.978,-1.058,346.9
11.559,2.856,339.2
11.558,2.846,368.6
11.556,2.837,368.9
11.555,2.828,333.3
11.485,2.329,335.3
11.565,2.836,332.9
11.564,2.826,362.3
11.563,2.817,370.2
11.561,2.808,325.7
