latitude,longitude,brightness
30.317,74.619,315.1
30.251,74.074,323.1
30.238,73.968,315.3
29.995,72.116,318
30.322,74.58,323
30.29,74.31,310.9
30.19,73.511,310.8
30.438,75.487,311.4
30.323,74.504,318.8
30.305,74.357,326.5
30.291,74.237,308.3
30.266,74.035,313.8
30.264,74.023,319.5
30.186,73.409,316.9
30.185,73.398,312.3
30.099,72.749,309.5
30.514,76.067,311.2
30.46,75.584,310.7
30.416,75.197,309.3
30.414,75.184,309.3
30.327,74.453,322.2
30.297,74.211,309.9
30.221,73.608,309.9
30.314,74.27,324.1
30.247,73.732,310.3
30.115,72.725,311.1
30.434,75.181,312.3
30.38,74.724,320.4
30.378,74.712,319.4
30.365,74.599,311.8
30.36,74.561,315.6
30.333,74.34,320.5
30.3,74.077,309.7
30.299,74.066,315.8
30.285,73.96,312.3
30.201,73.305,315.7
29.937,71.391,311.4
30.435,75.187,311.5
30.381,74.717,327.1
30.362,74.554,315.3
30.337,74.345,319.5
30.336,74.333,311.3
30.304,74.07,312.3
30.29,73.953,312.9
30.35,74.368,323.6
30.334,74.235,320.9
30.419,74.868,310
30.39,74.626,321.8
30.389,74.613,319.3
30.376,74.426,320.6
30.281,73.649,310.7
30.279,73.638,309.3
30.274,73.593,327.1
30.272,73.582,319.8
30.554,75.887,310.4
30.487,75.29,309.3
30.383,74.4,332.8
30.349,74.123,334.6
30.348,74.111,350.4
30.344,74.076,318.9
30.322,73.9,320
30.52,75.482,313.3
30.457,74.941,308.1
30.456,74.928,307.3
30.444,74.825,309
30.442,74.812,311.8
30.39,74.374,316.8
30.422,74.557,314.5
30.411,74.47,307.5
30.406,74.421,324.6
30.357,74.025,315.6
30.355,74.014,318.8
30.348,73.955,315.2
30.473,74.899,309.8
30.385,74.178,310.4
30.47,74.794,328.3
30.458,74.692,326.1
30.457,74.68,330.1
30.4,74.212,310
30.389,74.128,325
30.388,74.117,322.7
30.585,75.689,312.1
30.493,74.896,310.9
30.482,74.805,313.6
30.403,74.163,328
30.372,73.915,343.9
30.371,73.904,324.4
30.429,74.35,311.3
30.385,73.991,314.4
30.377,73.921,318.4
30.375,73.909,335.3
30.59,75.683,315.8
30.497,74.85,308.1
30.469,74.608,328.2
30.448,74.434,309.7
30.405,74.072,327.4
30.355,73.666,309
30.588,75.566,311.2
30.503,74.81,335.8
30.494,74.733,317.1
30.413,74.058,334.1
30.472,74.468,314.9
30.462,74.382,324.1
30.441,74.212,327.1
30.44,74.2,327.2
30.43,74.116,336.6
30.414,73.986,319.3
30.398,73.858,312.1
30.389,73.789,312.8
30.388,73.777,315.9
30.354,73.505,317.2
30.576,75.271,309.1
30.536,74.923,310.8
30.516,74.755,319.9
30.498,74.603,326.5
30.475,74.405,312.6
30.441,74.127,336.6
30.438,74.103,352
30.625,75.619,325.7
30.624,75.605,314.2
30.532,74.805,315.3
30.522,74.716,313
30.478,74.354,326.7
30.45,74.125,339.7
30.436,74.007,337.6
30.387,73.614,310.6
30.553,74.894,330.8
30.542,74.804,318.1
30.459,74.111,356.9
30.457,74.1,370.2
30.448,74.029,363.9
30.447,74.017,325.1
30.502,74.388,319.6
30.496,74.339,332.2
30.449,73.956,316.2
30.414,73.679,310.7
30.413,73.668,307.7
30.154,71.747,310.8
30.153,71.737,313.8
30.135,71.614,309.1
30.585,74.996,307
30.533,74.559,327.6
30.506,74.337,327.6
30.504,74.325,326.7
30.418,73.632,315.4
30.561,74.709,327.4
30.56,74.697,328.6
30.552,74.633,320.1
30.55,74.621,331.3
30.501,74.214,327.2
30.495,74.166,320.7
30.562,74.702,325.3
30.553,74.626,327.6
30.505,74.219,317.5
30.472,73.946,315.5
30.414,73.476,309.6
30.611,75.039,319.1
30.593,74.881,321.9
30.521,74.266,323.8
30.432,73.542,307.9
30.571,74.61,324.4
30.57,74.598,336.9
30.563,74.535,321
30.496,73.978,315.6
30.601,74.774,309.1
30.524,74.13,323.6
30.63,74.942,313.6
30.629,74.929,320.7
30.626,74.902,321.2
30.617,74.824,316.4
30.6,74.683,317.7
30.587,74.569,311.8
30.579,74.507,330.9
30.578,74.495,318.1
30.566,74.396,327.3
30.556,74.31,331.2
30.55,74.261,329.7
30.534,74.129,322.7
30.522,74.034,317.4
30.653,75.046,307.5
30.651,75.033,307.3
30.547,74.163,323.7
30.609,74.592,329.3
30.605,74.554,325.5
30.548,74.09,319
30.547,74.078,319.6
30.513,73.808,307.8
30.692,75.204,309.3
30.653,74.872,311
30.634,74.717,310.6
30.633,74.704,315.9
30.63,74.679,310.6
30.613,74.54,316.7
30.54,73.947,312.9
30.608,74.414,337.1
30.606,74.402,337.4
30.597,74.328,336.1
30.596,74.316,340.1
30.578,74.17,317.5
30.576,74.158,319
30.777,75.767,311.9
30.623,74.462,324.2
30.543,73.815,316.8
30.626,74.469,319.6
30.624,74.456,317.3
30.61,74.333,320.7
30.608,74.321,323.5
30.548,73.82,309.8
30.546,73.809,308.2
30.782,75.775,311.4
30.644,74.542,310
30.628,74.405,341.5
30.615,74.295,331.8
30.614,74.282,323.3
30.592,74.101,317.7
30.607,74.148,316.7
30.606,74.136,316.6
30.653,74.451,314.9
30.649,74.414,325.5
30.639,74.328,342.5
30.637,74.316,323.3
30.621,74.182,313.8
30.62,74.17,319
30.611,74.098,316.3
30.736,75.069,311.1
30.723,74.962,324.4
30.696,74.728,312.9
30.675,74.55,319.3
30.674,74.537,310.1
30.295,71.634,307.3
30.398,72.304,308.8
30.75,75.012,311.7
30.723,74.789,312.3
30.677,74.397,319.3
30.675,74.385,321
30.623,73.963,311.8
30.622,73.951,331.7
30.372,72.053,309.3
30.664,74.212,312.1
30.663,74.2,325.1
30.576,73.512,307.5
30.575,73.5,313.3
30.723,74.619,309.6
30.71,74.506,321.6
30.704,74.456,323.8
30.686,74.308,336.4
30.684,74.296,323.2
30.345,71.667,308.1
30.72,74.485,323.1
30.673,74.093,308
30.672,74.081,309.6
30.363,71.72,310.1
30.362,71.71,311
30.789,74.999,321.6
30.788,74.986,318.5
30.781,74.933,308
30.66,73.902,312.7
30.368,71.687,314.6
30.741,74.494,313.5
30.733,74.432,312
30.717,74.296,326
30.675,73.948,310.6
30.668,73.889,313.2
30.409,71.912,311.6
30.797,74.89,310.8
30.795,74.877,308.4
30.765,74.619,322.1
30.745,74.443,339.7
30.743,74.43,366.8
30.742,74.418,314.3
30.727,74.294,321
30.725,74.282,312.7
30.693,74.017,310.7
30.452,72.159,313.1
30.423,71.952,314.8
30.422,71.942,314
30.793,74.771,310.7
30.792,74.758,314.2
30.772,74.592,314.7
30.669,73.746,308.7
30.461,72.158,307.5
30.9,75.617,310.5
30.752,74.34,319.8
30.412,71.742,307.4
30.853,75.112,315.1
30.775,74.45,316.8
30.774,74.438,318.2
30.772,74.425,316.1
30.769,74.401,316.2
30.768,74.388,316.9
30.76,74.327,319.1
30.796,74.536,315.5
30.794,74.524,317
30.77,74.325,336.8
30.731,74.011,312.5
30.872,75.095,336.7
30.844,74.856,308.8
30.818,74.636,318.2
30.816,74.624,314.8
30.815,74.611,328.1
30.84,74.737,323
30.532,72.337,307.9
30.51,72.181,311.9
30.509,72.17,309.3
30.839,74.732,319
30.807,74.452,324.9
30.834,74.602,336.6
30.831,74.577,309.7
30.809,74.389,309.7
30.471,71.768,309.7
30.934,75.389,305.5
30.813,74.337,316.3
30.509,71.973,311
31.001,75.913,307
30.911,75.098,310.9
30.91,75.084,319.8
30.892,74.923,312.8
30.89,74.91,320.2
30.824,74.348,318.2
30.823,74.336,349.1
30.522,72.002,322.7
30.867,74.623,316.4
30.853,74.509,320.5
30.498,71.763,311.7
30.889,74.724,325.3
30.887,74.711,317.5
30.874,74.596,320.6
30.854,74.432,323.1
30.645,72.778,310.3
30.563,72.165,308
30.932,75.012,313.9
30.923,74.932,322.8
30.922,74.919,313.6
30.899,74.723,319.8
30.891,74.658,318.7
30.889,74.645,342.7
30.888,74.633,378.4
30.534,71.894,312.9
30.526,71.832,309
30.496,71.626,309.6
30.872,74.416,324.6
30.652,72.689,310.2
30.957,75.049,325
30.931,74.823,327
30.895,74.528,307.9
30.657,72.656,310.7
30.656,72.645,312.7
30.631,72.465,310.8
30.615,72.349,310.8
30.59,72.16,307
30.558,71.932,310
30.539,71.797,318.4
31.047,75.739,308.6
30.963,75.007,337.5
30.956,74.954,320.8
30.938,74.796,319.5
30.936,74.783,323.5
30.887,74.376,317.2
30.802,73.694,313.4
30.801,73.683,311.9
30.963,75.014,323.9
30.962,75.001,326.9
30.938,74.789,326.8
30.913,74.57,314.4
30.898,74.444,309.1
30.891,74.381,319.2
30.626,72.286,321.3
30.94,74.722,333.4
30.933,74.658,313.8
30.606,72.076,309.2
30.576,71.858,307.8
30.566,71.785,314.3
30.965,74.851,310.1
30.858,73.941,317
30.856,73.929,328.8
30.997,75.036,317.6
30.995,75.023,317.1
30.966,74.771,316.8
30.927,74.439,310.3
30.598,71.885,308.7
31.013,75.089,325.2
31.005,75.021,328.3
30.982,74.822,316.4
30.981,74.809,318.3
30.699,72.554,307.4
30.663,72.29,320.8
31.015,75.02,336.2
31.011,74.979,328.7
31.009,74.966,328
31.008,74.953,325.1
31.006,74.939,329.1
30.96,74.549,311.9
31.021,74.978,318
31.014,74.924,331
31.013,74.911,324.2
30.991,74.727,323.1
30.982,74.65,332.1
30.677,72.255,314.3
31.129,75.841,312.5
31.043,75.084,313.9
31.009,74.791,323.7
30.715,72.464,307.3
30.692,72.296,308.4
30.653,72.014,316.2
31.06,75.137,322.7
31.049,75.042,315.3
31.027,74.855,328.6
30.709,72.357,308.9
30.625,71.753,311.7
31.052,74.987,323.6
31.02,74.71,320
31.015,74.671,325.5
31.05,74.981,322.5
31.019,74.704,320.8
31.016,74.678,328
30.733,72.401,314.2
30.663,71.889,307.3
30.661,71.879,318.7
30.51,70.828,307.9
31.083,75.184,306
30.519,70.826,328.3
31.145,75.652,308.2
31.063,74.911,343.4
30.671,71.813,308
31.07,74.883,322.4
31.046,74.674,307.3
30.707,72.009,309.2
30.705,71.998,315.1
30.701,71.967,312.3
30.663,71.698,320.7
31.092,74.989,314.6
31.075,74.842,318.8
30.746,72.226,307
31.079,74.788,315.7
31.073,74.735,316.3
31.071,74.722,310.6
30.728,71.962,309
30.705,71.796,322
31.127,75.024,311.8
30.747,72.033,323.4
31.114,74.822,311.6
30.966,73.619,308.4
30.715,71.741,309.2
31.138,74.94,307.4
31.107,74.578,310.6
31.134,74.732,314.1
31.127,74.667,310.8
31.147,74.757,311.7
31.139,74.599,318.6
31.138,74.586,320.8
31.133,74.548,307.7
31.193,74.884,307.8
31.183,74.805,318.9
31.231,75.126,309.5
31.228,75.099,308
31.193,74.803,312.1
31.164,74.556,318.9
31.163,74.543,311.5
30.849,72.104,308.7
30.845,72.072,309.5
31.179,74.515,320.4
31.253,75.16,307
31.179,74.509,315.5
31.222,74.793,323.5
30.897,72.186,317.9
31.224,74.633,323.6
31.237,74.657,314.2
31.222,74.528,307.1
31.273,74.88,307.5
31.131,73.697,307.9
31.126,73.662,311.3
30.928,72.148,311.1
31.281,74.865,307.1
31.308,75.011,305.9
31.285,74.81,307.6
31.27,74.599,312.5
30.925,71.923,323.7
31.321,74.94,312.9
31.319,74.927,310
31.139,73.459,311.6
31.32,74.934,315
31.321,74.852,308.7
31.323,74.784,315.5
31.313,74.691,310
31.313,74.612,311.2
31.312,74.599,313.4
31.2,73.666,316.4
31.365,74.79,310.3
31.363,74.777,308.9
31.353,74.605,306.6
31.352,74.592,307.6
31.396,74.881,342.7
31.394,74.867,315.9
31.234,73.554,308.3
31.055,72.193,307.4
31.268,73.751,314.4
31.405,74.887,326.7
31.403,74.874,322.7
31.366,74.545,305.5
31.272,73.744,313.8
31.382,74.595,313.8
31.296,73.862,309.6
31.392,74.594,312.1
31.423,74.776,312.2
31.447,74.895,316
31.356,73.962,310.2
31.355,73.95,310.1
31.39,73.993,306.8
31.152,72.169,307.5
31.497,74.798,307.8
31.382,73.816,310.7
31.504,74.675,308
31.406,73.775,309.4
31.395,73.681,308.2
31.179,72.028,317.1
31.444,74.002,308.5
31.47,73.899,316.7
31.474,73.905,310.4
31.444,73.655,307.8
31.499,73.95,309.1
31.288,72.153,308
31.301,72.118,311.7
31.591,73.867,308.3
31.381,72.227,308.6
31.38,72.216,312.9
31.186,70.776,314.1
31.722,74.548,309
31.432,72.196,311.1
31.431,72.185,309.9
31.611,73.447,306.7
31.502,72.584,317.9
31.46,72.272,313.4
31.762,74.63,310.3
31.797,74.584,317
31.699,73.769,311
31.508,72.285,309.9
31.484,72.104,308
31.517,72.283,307.9
31.728,73.764,310.7
31.54,72.312,309.1
31.748,73.89,309.3
31.782,74.009,307.3
31.604,72.592,310.1
31.837,74.398,310.4
31.582,72.353,312
31.578,72.32,310.4
31.921,74.858,316.7
31.889,74.496,310.2
31.872,74.353,307.6
31.922,74.692,307.3
31.61,72.216,313
31.606,72.184,311.8
31.632,72.184,309
31.909,74.315,308.9
31.941,74.508,307.6
31.932,74.43,314.6
31.923,74.352,308.3
31.827,73.553,310.2
31.728,72.766,309.2
31.927,74.299,311.3
31.774,72.906,308.2
32.029,74.649,307
32.027,74.636,316.1
32.053,74.686,306.8
32.052,74.673,307.5
32.08,74.834,310.4
32.079,74.82,315.4
32.077,74.807,308.7
32.034,74.433,313.9
32.079,74.641,314.8
31.91,73.246,309.5
31.916,73.221,310.8
32.059,74.297,309
32.057,74.284,314.3
31.98,73.653,310.1
31.979,73.641,311.2
31.951,73.417,315
32.186,75.308,307.2
32.177,75.171,309.4
32.096,74.351,307.6
32,73.547,315.8
31.967,73.277,311.7
32.009,73.545,335.6
32.008,73.533,317.8
32.218,75.253,306.5
32.138,74.545,311.8
32.246,75.323,311.1
32.245,75.308,306.7
32.152,74.489,312.2
32.038,73.54,312.4
32.036,73.529,312.3
32.156,74.355,306
32.213,74.752,309.5
32.204,74.671,306.3
31.886,72.157,313.3
32.214,74.759,307
32.069,73.432,309.3
32.23,74.456,312.7
32.192,73.966,312.4
32.268,74.517,309.4
32.258,74.438,311.5
32.232,73.866,310
32.351,74.718,319.2
32.263,73.362,315.2
32.261,73.35,307.1
32.344,73.439,309.6
32.376,73.47,308.3
32.591,74.413,305.6
33.133,71.052,311.1
33.142,71.05,310.1
33.141,71.039,310.7
33.673,70.763,311.6
33.671,70.752,309.9
33.832,71.041,309.7
38.798,64.644,305.9
40.862,69.527,312.5
40.917,69.042,302.2
41.231,68.843,300.3
42.557,58.829,303
42.555,58.823,304.5
12.475,77.163,317.6
16.581,77.158,320.4
18.263,80.521,317.1
18.372,80.464,317.9
18.807,78.155,324
18.787,78.033,325.9
18.152,73.015,314.4
18.151,73.005,313.4
19.081,73.057,326.1
19.167,73.263,321.4
23.182,79.641,326.4
23.183,79.635,322.8
23.214,79.692,316.6
22.358,72.523,319.7
22.356,72.513,321.1
23.268,79.698,316
23.374,79.976,316.7
22.427,72.424,321.3
22.425,72.414,318.5
23.372,79.971,319.9
22.458,72.453,328.1
23.447,80.202,322.1
22.487,72.458,317.8
22.708,72.269,319.1
22.793,72.289,316.7
22.792,72.279,318.5
22.989,72.669,315.7
23.364,70.624,319.5
24.811,76.889,316.9
25.391,76.882,315.7
24.821,68.063,313.2
27.028,83.436,312.8
27.035,83.471,311.4
25.384,68.575,318.3
28.87,79.362,316.4
28.929,77.008,309.1
29.32,77.047,316.4
28.478,69.742,314
13.629,40.785,337.7
13.641,40.815,329.6
13.634,40.78,332.2
25.528,53.148,320.3
30.033,50.637,308.1
30.306,50.019,331
30.348,50.287,316
30.349,50.293,312.5
30.396,50.612,312.6
32.236,51.431,300.6
31.956,44.691,310.7
-20.631,48.017,313.9
-16.278,49.333,311
-16.104,47.22,318.8
-15.295,49.209,311.2
-15.193,49.571,313.3
-14.58,49.94,324.9
-14.582,49.956,315.1
-14.584,49.936,335.2
-14.376,49.815,314.2
-13.939,49.663,310.5
-13.611,50.025,325.5
-12.511,49.321,323.9
34.337,45.859,309.5
35.714,44.178,302.4
35.803,44.151,307.4
37.637,33.153,302.9
37.629,32.987,308.4
37.622,32.982,306.2
40.485,42.945,301.4
39.212,35.205,305.4
39.207,35.203,302.8
42.316,41.957,308.6
42.832,45.548,322.7
42.83,45.535,323.2
42.825,44.266,320.9
42.823,44.254,392.1
42.821,44.241,334.8
42.834,44.263,373.1
42.832,44.251,442.1
42.83,44.238,332.5
42.841,44.248,346.9
42.839,44.236,320.2
43.815,42.944,306.7
43.823,42.942,312.7
43.837,42.526,319.8
43.835,42.514,324
44.033,42.471,307
44.082,42.233,307.5
44.08,42.221,305.7
44.283,42.029,327.7
44.281,42.016,313.1
44.259,41.868,328
44.291,42.026,311
44.372,41.815,302.9
44.312,41.069,300.4
44.31,41.057,304.7
44.921,41.346,306.1
44.888,40.48,300.7
44.914,40.526,321.4
44.912,40.513,312
45.2,42.288,303.6
45.198,42.276,305.7
44.924,40.469,315.1
45.728,40.561,310.9
45.726,40.549,323.7
10.357,-2.401,322.7
10.354,-2.381,344.3
10.278,-1.806,321.9
10.094,-0.696,330.3
10.223,-2.176,326.2
10.097,-1.168,328.2
10.224,-2.183,323.7
10.09,-1.176,326.6
10.023,-0.85,338.1
10.105,-1.565,318.9
10.1,-1.619,322.6
9.991,-1.211,347.6
9.989,-1.195,327.1
10.129,-2.36,321.2
10.008,-1.909,322.6
8.828,5.851,321.3
8.824,5.844,323.7
9.767,-0.734,319.8
9.918,-2.142,322.2
9.685,-1.523,320.3
9.683,-1.506,325.1
9.558,-0.532,321.9
9.69,-1.511,320.8
9.557,-0.539,324
9.678,-1.513,323.8
9.692,-2.204,320.3
9.752,-2.791,323.5
9.692,-2.211,320.4
9.447,-0.403,317.5
9.743,-2.799,331.2
9.74,-2.778,316.1
9.336,0.082,333.2
9.326,0.08,362.5
9.324,0.093,323.8
9.296,-2.172,317.4
9.071,-0.752,321.3
8.848,-0.965,317.6
8.544,0.873,321.7
8.542,0.877,325
8.749,-0.909,324
8.488,0.397,317.8
8.38,-0.895,328.9
8.369,-0.897,317.4
8.304,-0.746,322.1
8.318,-1.028,337.2
8.315,-1.089,316.3
8.307,-1.03,323
8.328,-2.048,316.6
8.206,-1.217,319.9
8.204,-1.202,327.6
8.195,-1.219,317.5
8.193,-1.203,318.6
8.195,-1.209,329
7.257,0.006,314.2
4.141,7.975,319.1
4.019,7.495,315.6
3.992,7.294,316.2
3.464,5.561,317.8
13.679,13.789,350.4
13.683,13.783,345.8
13.678,13.813,333.2
13.501,13.588,324.6
13.429,13.567,332
13.432,13.562,329
13.342,13.454,327.6
13.345,13.448,326.8
12.021,14.784,323.1
12.019,14.777,320.2
11.996,13.706,325.7
11.981,13.703,326.3
13.165,4.683,345.1
13.164,4.692,344.3
13.162,4.701,335.5
13.155,4.691,334.4
13.153,4.7,336.4
13.152,4.709,333
11.352,14.26,323.8
12.355,2.514,328.1
12.354,2.524,334.8
12.345,2.523,334.1
12.334,2.531,345
12.324,2.53,339.1
11.801,6.083,328.8
12.275,2.224,330.1
12.274,2.234,360
12.272,2.245,329.2
12.264,2.233,372.7
12.263,2.243,369.9
12.256,2.221,355.1
12.255,2.232,346.4
12.248,2.209,327.9
12.247,2.22,335.6
12.191,2.618,326.5
11.578,6.398,321.5
12.152,2.379,334.1
12.15,2.389,332.5
12.142,2.378,322.1
12.141,2.388,324
12.018,2.873,323.1
12.011,2.921,330.7
12.01,2.931,328.5
12.009,2.871,329.7
11.428,6.586,322.6
12.014,2.57,332.6
11.418,6.584,323.7
11.352,6.883,331.4
11.925,2.952,336.1
11.332,6.862,320.7
11.318,6.763,325.7
11.273,6.864,345.2
11.271,6.874,321.9
11.886,2.509,332.5
11.245,6.64,328.9
11.243,6.65,321.2
11.226,6.637,321.1
10.875,8.761,326.1
10.864,8.759,327.2
10.861,8.773,324.3
10.859,8.787,323.7
11.815,2.431,324.2
11.814,2.441,343.8
11.812,2.451,343
10.858,8.781,327.4
11.806,2.43,336.1
11.804,2.44,349.3
11.803,2.45,351
11.795,2.438,359.7
11.793,2.449,328.7
11.172,6.392,341.8
11.162,6.391,324.9
11.131,6.531,332.6
11.76,2.103,329
11.098,6.583,322
11.752,2.091,336.3
11.75,2.102,334.4
11.896,0.905,337
11.894,0.917,328.8
11.878,1.038,325.3
11.876,01.05,333.2
11.866,1.049,331.1
11.864,1.061,341.3
11.854,01.06,327.7
11.573,2.768,339.6
11.572,2.778,380.5
11.571,2.787,377.4
11.569,2.797,333.1
11.564,2.767,319.7
11.558,2.746,331.7
11.556,2.756,324.8
9.547,14.697,319.9
11.486,2.799,323.5
9.548,14.692,319.4
11.68,1.144,332.8
11.637,1.455,329
11.672,1.047,328.3
11.662,1.045,326.9
11.652,1.044,343.5
11.643,1.031,339.9
11.642,1.043,352.9
10.881,6.298,320.8
11.644,1.036,350.2
11.642,1.048,331.7
11.586,1.453,327.9
11.636,1.023,349.3
11.634,1.035,356.2
10.766,6.878,321.9
10.745,7.018,324.2
11.51,1.635,330.6
11.481,1.631,326.1
11.474,1.685,338.7
11.472,1.696,346
11.463,1.761,353.7
11.462,1.772,340.5
11.455,1.749,382.4
11.453,1.76,429.4
10.729,6.677,324.6
11.461,1.689,324.4
11.452,1.754,410.4
11.45,1.764,377.3
11.288,1.625,338.1
11.287,1.619,333
11.285,1.63,328.2
11.221,1.665,326
11.136,1.162,381
11.135,1.174,361.4
11.116,1.16,378.9
11.115,1.171,341.1
11.108,1.147,335.2
11.106,1.158,344.9
10.653,3.591,349.3
10.94,1.485,321.6
10.895,1.14,322.9
10.893,1.152,338.9
10.733,2.322,326.3
10.894,1.145,335.2
10.892,1.157,325.2
10.976,0.404,325.2
11.254,-1.877,319.8
11.244,-1.898,336.9
11.241,-1.879,338.1
10.766,1.56,324.2
10.764,1.571,325.5
10.611,2.353,324.7
11.256,-3.073,320.3
10.699,1.222,323.2
10.927,-0.59,322.4
10.888,-0.296,325.9
10.886,-0.282,325.3
10.919,-0.699,322.3
10.552,1.916,323
11.15,-2.834,347.4
11.148,-2.811,331
11.157,-2.839,323.4
11.154,-2.816,328.5
11.143,-2.84,331.2
11.14,-2.818,333
10.762,-0.378,325.3
10.146,3.967,316.7
10.055,4.085,320.3
10.819,-1.528,319.3
10.046,4.084,322.8
8.445,13.912,318.5
10.705,-1.167,339.8
10.703,-1.151,331.4
10.477,-0.39,321.5
9.892,3.754,314.1
10.51,-0.895,320.4
10.301,0.562,320.7
10.728,-2.987,320.9
10.229,0.857,324.1
10.203,0.972,319.9
10.142,01.05,321.9
10.41,-1.192,328
10.401,-1.21,323.2
10.399,-1.193,324.9
10.239,-0.919,333.1
10.237,-0.903,331.5
10.292,-1.406,322.5
10.29,-1.39,325.4
10.449,-2.724,331
10.404,-2.578,330.2
10.368,-2.393,322.6
10.365,-2.373,322.4
10.027,0.239,331.8
10.026,0.251,327.6
10.355,-2.395,328.4
10.352,-2.375,334.3
35.803,-0.257,308.4
31.666,6.058,339.9
1.837,34.362,315.4
2.35,33.832,319.7
2.371,33.812,358.6
2.447,31.909,309.6
2.571,31.781,314.8
2.417,30.257,313.8
2.415,30.247,314
2.813,32.884,316
2.836,32.874,322
2.796,31.629,317
2.826,31.696,314.7
2.824,31.684,315.4
2.828,31.636,318.2
2.914,31.737,316
2.913,31.725,315.7
3.195,33.584,320.2
3.123,32.645,317.1
2.487,28.11,314.2
2.79,29.908,330.2
2.799,29.906,324
2.564,28.128,311.9
2.839,29.409,313.9
2.866,29.471,314.1
3.028,30.539,314.9
2.867,27.924,316
3.488,32.048,321.1
3.531,32.042,323.2
3.534,32.036,319.4
3.252,29.404,335.2
3.251,29.394,316.8
3.234,29.209,320.5
3.233,29.2,317.6
3.234,29.144,321.3
3.859,33.219,324.5
3.857,33.203,316.7
3.282,28.965,323.9
3.281,28.956,316.3
3.516,30.569,319.9
3.667,30.637,315.1
3.677,30.635,322.8
3.511,28.893,315
3.513,28.846,326.7
3.538,28.953,327
3.522,28.845,331.9
3.516,28.8,324.4
3.712,30.107,314.3
3.544,28.934,322.2
3.532,28.853,321.5
3.531,28.844,324
3.719,30.11,312.1
3.553,28.926,323.3
3.547,28.817,323.9
3.543,28.79,322.8
3.542,28.781,314.6
3.556,28.815,340.3
3.545,28.744,321.5
3.544,28.735,319.6
3.565,28.814,324.6
3.588,28.655,326.7
3.331,26.865,308.6
3.597,28.654,319.2
3.592,28.303,313.8
3.444,27.145,314.5
3.47,27.262,311.8
3.479,27.195,314.4
3.613,28.058,325.7
3.686,28.437,319.5
3.681,28.402,321.2
3.68,28.393,315.3
3.633,28.064,323.6
3.503,27.167,323.4
3.502,27.158,319.8
3.681,28.338,317.1
3.71,28.352,314.4
3.774,28.671,314
3.511,26.769,315.6
3.489,26.574,310.4
3.678,27.743,316.2
4.422,32.912,320
3.728,27.963,315.4
3.726,27.954,314.8
3.603,27.1,316.1
3.712,27.729,317.5
3.711,27.72,327.1
3.777,28.119,323.3
3.716,27.628,326.3
3.548,26.458,311
3.587,26.666,314.8
4.435,32.586,321.6
3.784,27.839,316.6
3.858,28.164,313.3
3.764,27.505,319.1
3.793,27.647,317.8
3.812,27.653,318.3
3.728,27.066,320.2
3.654,26.553,316.8
3.8,27.499,314.1
3.819,27.573,333.2
3.799,27.43,317.8
3.742,27.039,328.7
3.714,26.846,323.2
3.836,27.626,317.9
3.811,27.455,328.6
3.808,27.428,328.9
3.869,27.794,316.4
3.924,27.986,315.8
3.923,27.977,328.5
3.878,27.665,324.6
3.877,27.656,318.1
3.847,27.45,322.9
3.846,27.441,331.9
3.749,26.707,316.2
3.887,27.536,321.4
3.933,27.794,327.3
3.932,27.785,320.2
3.937,27.686,319.1
3.918,27.552,334.3
3.998,28.041,316.5
3.996,28.032,321.1
4.581,32.142,323.2
3.887,27.207,334.4
3.885,27.198,316.2
4.59,32.127,323.8
3.93,27.192,316.5
3.852,26.647,324.2
3.904,26.944,310.1
4.263,29.07,319.8
4.609,31.458,319.3
3.966,26.806,313.3
3.965,26.797,325.6
3.9,26.343,313.4
3.831,25.869,309
4.411,29.848,314.5
3.947,26.608,313.3
4.752,32.051,317.3
4.718,31.649,323.5
4.716,31.636,324.7
4.701,31.525,329.9
4.699,31.513,328
4.742,31.748,321
4.788,31.846,317.8
4.765,31.68,326.3
4.764,31.713,320.7
4.761,31.688,330.8
4.084,26.862,312.1
4.794,31.853,317.8
4.738,31.44,322
5.11,34.128,319.5
5.13,34.185,334.6
5.128,34.165,329
4.934,32.636,322.8
4.932,32.621,321.9
4.799,31.657,326.5
4.357,28.499,315
4.355,28.49,328.9
4.794,31.544,334
4.793,31.532,329.3
4.817,31.478,328.1
4.104,26.418,320.6
4.103,26.409,327.3
4.095,26.305,316.3
4.094,26.295,323.3
4.112,26.352,313.8
4.11,26.342,315.2
4.104,26.304,319.6
4.825,31.323,323.5
4.848,31.418,333
4.847,31.406,327.8
4.842,31.369,328.2
4.377,28.052,312.7
4.859,31.416,322.1
4.788,30.835,320.5
4.416,28.074,316.1
4.415,28.065,318.1
4.903,31.435,328.1
4.891,31.277,316.8
4.946,31.386,321.2
4.091,25.392,311.2
4.82,30.342,316
4.832,30.288,316.2
4.203,25.892,315.7
4.201,25.882,316.7
4.999,31.391,321.6
4.997,31.379,338.3
4.996,31.385,333.4
4.994,31.372,330.9
4.961,31.052,316.8
4.871,30.393,316.8
5.014,31.284,332.2
5.012,31.272,326.3
4.886,30.358,328.5
4.618,28.451,318
4.894,30.347,320.4
5.001,31.046,323.6
4.696,28.874,316.2
4.366,26.573,310.1
4.743,29.14,319.9
4.671,28.572,312.5
4.948,30.382,314.8
5.087,31.305,326.5
4.715,28.625,316.4
5.066,31.079,324.9
4.744,28.759,324.6
4.742,28.75,317.7
4.354,26.06,319.5
5.078,31.089,316.3
