latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.496,13.283,327.8,1.2,1.1,2017-11-20,1225,A,64,6.0NRT,308.9,16,D
10.889,23.39,327,2.7,1.6,2017-11-20,1225,A,68,6.0NRT,310.1,38.3,D
9.97,16.371,324.4,1,1,2017-11-20,1225,A,56,6.0NRT,306.3,8.1,D
9.956,16.272,331,1,1,2017-11-20,1225,A,78,6.0NRT,303.4,18.5,D
9.95,16.226,324.4,1,1,2017-11-20,1225,A,66,6.0NRT,305,10.5,D
9.686,14.41,329.5,1.1,1,2017-11-20,1225,A,69,6.0NRT,313.3,12.2,D
10.255,18.354,328,1.2,1.1,2017-11-20,1225,A,49,6.0NRT,306.1,14.1,D
10.798,22.417,328.7,2.3,1.5,2017-11-20,1225,A,73,6.0NRT,310.1,37.8,D
10.264,18.343,322.6,1.2,1.1,2017-11-20,1225,A,46,6.0NRT,305.8,8.8,D
10.539,20.316,348.6,1.6,1.2,2017-11-20,1225,A,93,6.0NRT,301,91.7,D
10.538,20.302,350,1.6,1.2,2017-11-20,1225,A,94,6.0NRT,303.4,98.8,D
10.716,21.575,322.2,2,1.4,2017-11-20,1225,A,44,6.0NRT,300.3,23.2,D
10.55,20.314,343.5,1.6,1.2,2017-11-20,1225,A,90,6.0NRT,301,70.8,D
10.549,20.3,373.4,1.6,1.2,2017-11-20,1225,A,100,6.0NRT,304.3,223.6,D
10.019,16.456,326.5,1,1,2017-11-20,1225,A,61,6.0NRT,306.3,9.9,D
9.969,16.104,323.7,1,1,2017-11-20,1225,A,56,6.0NRT,306.9,7.5,D
10.322,18.551,328.5,1.2,1.1,2017-11-20,1225,A,57,6.0NRT,302.3,16.8,D
10.32,18.541,335.6,1.2,1.1,2017-11-20,1225,A,83,6.0NRT,304.8,29.7,D
10.319,18.53,324.3,1.2,1.1,2017-11-20,1225,A,25,6.0NRT,304.9,10.8,D
10.807,22.411,328.4,2.3,1.5,2017-11-20,1225,A,70,6.0NRT,309.1,34.5,D
10.551,20.309,354,1.6,1.2,2017-11-20,1225,A,96,6.0NRT,302.6,111.7,D
10.549,20.295,341.8,1.6,1.2,2017-11-20,1225,A,88,6.0NRT,303.4,66.4,D
10.323,18.546,334.5,1.2,1.1,2017-11-20,1225,A,82,6.0NRT,303.5,28.4,D
10.221,17.782,323.1,1.1,1,2017-11-20,1225,A,19,6.0NRT,304.1,8.9,D
9.91,15.564,327.1,1,1,2017-11-20,1225,A,36,6.0NRT,308.9,7.3,D
10.238,17.841,319.9,1.1,1,2017-11-20,1225,A,39,6.0NRT,303.5,6.3,D
10.055,16.519,328.3,1,1,2017-11-20,1225,A,73,6.0NRT,300.8,16.2,D
10.249,17.849,321.6,1.1,1,2017-11-20,1225,A,50,6.0NRT,304.3,8,D
10.593,20.375,321.9,1.6,1.2,2017-11-20,1225,A,44,6.0NRT,300.7,16.3,D
10.657,20.696,331.5,1.7,1.3,2017-11-20,1225,A,69,6.0NRT,299.3,36.3,D
10.655,20.681,334.7,1.7,1.3,2017-11-20,1225,A,77,6.0NRT,300.6,45.1,D
9.676,13.673,329.7,1.2,1.1,2017-11-20,1225,A,68,6.0NRT,313.4,13.5,D
10.281,17.734,340.5,1.1,1,2017-11-20,1225,A,85,6.0NRT,303.2,33.5,D
10.279,17.724,333.4,1.1,1,2017-11-20,1225,A,61,6.0NRT,303.4,21.7,D
10.118,16.575,321,1,1,2017-11-20,1225,A,33,6.0NRT,304.2,7.8,D
10.737,20.954,320.8,1.8,1.3,2017-11-20,1225,A,26,6.0NRT,297.2,20.5,D
10.746,20.946,324.3,1.8,1.3,2017-11-20,1225,A,37,6.0NRT,298.4,25.6,D
10.13,16.326,340.9,1,1,2017-11-20,1225,A,87,6.0NRT,308.4,29.2,D
10.129,16.317,348.1,1,1,2017-11-20,1225,A,93,6.0NRT,306.5,42.5,D
10.778,21.105,327.2,1.8,1.3,2017-11-20,1225,A,70,6.0NRT,298.1,39,D
10.562,19.343,325.8,1.3,1.1,2017-11-20,1225,A,56,6.0NRT,306.3,11.4,D
10.913,21.986,323.1,2.1,1.4,2017-11-20,1225,A,40,6.0NRT,302.4,29.5,D
10.162,16.358,330.2,1,1,2017-11-20,1225,A,75,6.0NRT,309.3,13,D
10.774,20.798,349.2,1.7,1.3,2017-11-20,1225,A,93,6.0NRT,302.6,107.1,D
10.796,20.875,322.1,1.7,1.3,2017-11-20,1225,A,24,6.0NRT,300.3,20.3,D
10.808,20.873,343.1,1.7,1.3,2017-11-20,1225,A,84,6.0NRT,296.3,85.4,D
9.493,11.658,325,1.5,1.2,2017-11-20,1225,A,28,6.0NRT,301.4,19.4,D
9.491,11.644,322.4,1.6,1.2,2017-11-20,1225,A,14,6.0NRT,302.3,12.3,D
10.803,20.868,331.3,1.7,1.3,2017-11-20,1225,A,70,6.0NRT,299.1,43.5,D
10.118,15.733,326.8,1,1,2017-11-20,1225,A,53,6.0NRT,307.9,8.7,D
9.494,11.652,328.8,1.5,1.2,2017-11-20,1225,A,65,6.0NRT,301.5,25.2,D
10.112,15.623,325,1,1,2017-11-20,1225,A,37,6.0NRT,308.3,9.2,D
10.149,15.82,322.7,1,1,2017-11-20,1225,A,20,6.0NRT,305.3,5.7,D
10.148,15.811,336.9,1,1,2017-11-20,1225,A,82,6.0NRT,306.5,24,D
10.397,17.515,322.4,1.1,1,2017-11-20,1225,A,37,6.0NRT,305.8,7,D
10.157,15.81,339.1,1,1,2017-11-20,1225,A,84,6.0NRT,308.2,27.2,D
10.886,20.873,333.4,1.7,1.3,2017-11-20,1225,A,79,6.0NRT,299.7,50.4,D
10.271,16.355,334.1,1,1,2017-11-20,1225,A,79,6.0NRT,308.5,18.6,D
10.237,15.991,327.9,1,1,2017-11-20,1225,A,68,6.0NRT,309.6,10.6,D
10.503,17.754,341.6,1.1,1,2017-11-20,1225,A,87,6.0NRT,306.1,36.5,D
10.501,17.744,336.7,1.1,1,2017-11-20,1225,A,82,6.0NRT,306.3,27.7,D
10.512,17.752,330.5,1.1,1,2017-11-20,1225,A,73,6.0NRT,306,17.4,D
10.511,17.742,325.7,1.1,1,2017-11-20,1225,A,61,6.0NRT,307,11.4,D
11.262,23.344,331,2.8,1.6,2017-11-20,1225,A,75,6.0NRT,311.5,64.3,D
10.947,20.716,321.5,1.7,1.3,2017-11-20,1225,A,28,6.0NRT,301,16.9,D
10.689,18.767,327.1,1.2,1.1,2017-11-20,1225,A,67,6.0NRT,308.6,12.2,D
10.687,18.756,324.9,1.2,1.1,2017-11-20,1225,A,55,6.0NRT,306.9,9.3,D
10.528,17.589,334.6,1.1,1,2017-11-20,1225,A,79,6.0NRT,311.7,16.6,D
10.354,16.161,327.1,1,1,2017-11-20,1225,A,60,6.0NRT,310.6,8.3,D
10.259,15.493,326.9,1,1,2017-11-20,1225,A,44,6.0NRT,309.8,7.8,D
10.573,17.597,328.3,1.1,1,2017-11-20,1225,A,14,6.0NRT,310.7,9.6,D
10.422,16.441,327.1,1,1,2017-11-20,1225,A,49,6.0NRT,310.7,8.2,D
10.42,16.432,327.6,1,1,2017-11-20,1225,A,50,6.0NRT,310.2,9.1,D
10.745,18.731,344.6,1.2,1.1,2017-11-20,1225,A,90,6.0NRT,308.8,48,D
10.464,16.215,328.8,1,1,2017-11-20,1225,A,63,6.0NRT,310.5,12,D
10.737,18.058,337.5,1.1,1.1,2017-11-20,1225,A,83,6.0NRT,307.6,25.9,D
10.736,18.048,342.6,1.1,1.1,2017-11-20,1225,A,88,6.0NRT,308.2,36.7,D
10.669,17.557,326.7,1.1,1,2017-11-20,1225,A,62,6.0NRT,309.8,10.6,D
10.486,16.24,324,1,1,2017-11-20,1225,A,46,6.0NRT,308.9,6.4,D
10.464,16.022,326,1,1,2017-11-20,1225,A,59,6.0NRT,308.9,7.9,D
10.451,15.931,326.3,1,1,2017-11-20,1225,A,60,6.0NRT,309.3,8.3,D
9.642,10.639,342.4,1.8,1.3,2017-11-20,1225,A,89,6.0NRT,308.4,78.2,D
9.639,10.623,330.4,1.8,1.3,2017-11-20,1225,A,76,6.0NRT,304.3,34.8,D
9.625,10.54,324.8,1.9,1.3,2017-11-20,1225,A,66,6.0NRT,305.2,22.3,D
9.623,10.523,323.2,1.9,1.3,2017-11-20,1225,A,61,6.0NRT,304.2,21.2,D
10.861,18.834,327.8,1.3,1.1,2017-11-20,1225,A,57,6.0NRT,307.2,13.5,D
10.484,16.101,327.9,1,1,2017-11-20,1225,A,50,6.0NRT,311.9,7.9,D
9.64,10.555,339,1.9,1.3,2017-11-20,1225,A,86,6.0NRT,310.1,63.9,D
9.637,10.539,421.3,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,320.9,969.3,D
9.635,10.521,417.1,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,317.4,892.2,D
9.632,10.504,329.7,1.9,1.3,2017-11-20,1225,A,61,6.0NRT,303,38.3,D
10.894,19.006,331.7,1.3,1.1,2017-11-20,1225,A,72,6.0NRT,308.4,21.3,D
10.766,18.054,326.5,1.1,1.1,2017-11-20,1225,A,32,6.0NRT,307.7,10.2,D
9.655,10.57,341.9,1.9,1.3,2017-11-20,1225,A,88,6.0NRT,309.6,74.3,D
9.652,10.554,346.7,1.9,1.3,2017-11-20,1225,A,92,6.0NRT,310.1,91.5,D
9.649,10.537,360.4,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,312,178,D
9.646,10.519,341.6,1.9,1.3,2017-11-20,1225,A,88,6.0NRT,306.7,77,D
9.644,10.502,345.9,1.9,1.3,2017-11-20,1225,A,91,6.0NRT,304.9,101.7,D
9.641,10.485,328.5,1.9,1.3,2017-11-20,1225,A,71,6.0NRT,299.5,37,D
10.907,19.028,326,1.3,1.1,2017-11-20,1225,A,47,6.0NRT,309,10.3,D
9.667,10.569,345.5,1.9,1.3,2017-11-20,1225,A,91,6.0NRT,308.5,89,D
9.664,10.552,342.8,1.9,1.3,2017-11-20,1225,A,89,6.0NRT,307,76.6,D
9.661,10.535,335,1.9,1.3,2017-11-20,1225,A,70,6.0NRT,308.6,46.2,D
9.658,10.517,339.2,1.9,1.3,2017-11-20,1225,A,82,6.0NRT,306.1,67.9,D
9.694,10.665,324.7,1.8,1.3,2017-11-20,1225,A,61,6.0NRT,304.3,22.3,D
9.678,10.567,342.5,1.9,1.3,2017-11-20,1225,A,89,6.0NRT,308.7,74.5,D
9.676,10.55,339.9,1.9,1.3,2017-11-20,1225,A,87,6.0NRT,309.2,57.1,D
9.673,10.533,335.7,1.9,1.3,2017-11-20,1225,A,69,6.0NRT,310.3,47.4,D
9.67,10.515,376.8,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,309.2,312.5,D
9.667,10.498,398.8,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,308.2,583.8,D
9.687,10.547,336.1,1.9,1.3,2017-11-20,1225,A,59,6.0NRT,310.7,40,D
9.685,10.531,333.4,1.9,1.3,2017-11-20,1225,A,51,6.0NRT,307.1,39.1,D
9.682,10.513,380.1,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,311.6,347,D
9.679,10.496,365.4,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,306.9,221,D
9.699,10.545,338.6,1.9,1.3,2017-11-20,1225,A,58,6.0NRT,312.9,50.8,D
9.697,10.528,334.7,1.9,1.3,2017-11-20,1225,A,53,6.0NRT,308.8,45.1,D
9.678,10.526,339.7,1.9,1.3,2017-11-20,1225,A,82,6.0NRT,308.2,62.6,D
9.675,10.509,399.2,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,315.3,582.4,D
9.672,10.492,374,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,308.6,291.2,D
9.693,10.541,340.8,1.9,1.3,2017-11-20,1225,A,73,6.0NRT,310.8,60.4,D
9.687,10.507,336.6,1.9,1.3,2017-11-20,1225,A,53,6.0NRT,306.5,57.5,D
9.707,10.556,340.6,1.9,1.3,2017-11-20,1225,A,87,6.0NRT,312.5,62.3,D
9.705,10.539,372,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,316.4,252.5,D
9.702,10.522,396,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,315.4,526,D
9.719,10.554,351.2,1.9,1.3,2017-11-20,1225,A,95,6.0NRT,312.9,115.4,D
9.716,10.537,421.7,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,325.3,966.6,D
9.714,10.52,425.9,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,320.1,1067.7,D
9.731,10.551,406.6,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,316.9,683.7,D
9.728,10.535,415.2,1.9,1.3,2017-11-20,1225,A,100,6.0NRT,319.1,838.8,D
9.726,10.518,355.4,1.9,1.3,2017-11-20,1225,A,97,6.0NRT,303.9,145.6,D
11.074,19.598,328.6,1.4,1.2,2017-11-20,1225,A,69,6.0NRT,305.6,23.5,D
11.073,19.586,366.1,1.4,1.2,2017-11-20,1225,A,100,6.0NRT,307.5,152,D
11.083,19.584,342.3,1.4,1.2,2017-11-20,1225,A,88,6.0NRT,303.6,57,D
10.854,17.89,334.3,1.1,1.1,2017-11-20,1225,A,77,6.0NRT,311.1,20.8,D
10.852,17.88,331,1.1,1.1,2017-11-20,1225,A,72,6.0NRT,309.7,15.6,D
10.881,17.901,328.3,1.1,1.1,2017-11-20,1225,A,64,6.0NRT,311.2,11.9,D
11.007,18.778,325.6,1.3,1.1,2017-11-20,1225,A,40,6.0NRT,310.9,8.5,D
11.005,18.767,341,1.3,1.1,2017-11-20,1225,A,86,6.0NRT,311,39.6,D
11.017,18.777,328.8,1.3,1.1,2017-11-20,1225,A,60,6.0NRT,312.7,13.3,D
11.015,18.766,338.2,1.3,1.1,2017-11-20,1225,A,82,6.0NRT,311.7,32.7,D
9.817,10.513,327,1.9,1.3,2017-11-20,1225,A,62,6.0NRT,304.5,24.6,D
9.815,10.496,334.1,1.9,1.3,2017-11-20,1225,A,80,6.0NRT,304.9,47.1,D
10.359,13.724,325.8,1.1,1.1,2017-11-20,1225,A,51,6.0NRT,311.4,11.7,D
9.839,10.267,327.5,1.9,1.4,2017-11-20,1225,A,72,6.0NRT,303.1,34.2,D
9.831,10.264,323.1,1.9,1.4,2017-11-20,1225,A,59,6.0NRT,303,20.5,D
10.873,15.792,379.3,1,1,2017-11-20,1225,A,100,6.0NRT,320,126.2,D
10.871,15.783,361.2,1,1,2017-11-20,1225,A,100,6.0NRT,319.5,64.9,D
10.87,15.774,355.7,1,1,2017-11-20,1225,A,97,6.0NRT,319.2,53.2,D
10.869,15.765,372.4,1,1,2017-11-20,1225,A,100,6.0NRT,319,104.5,D
11.293,18.79,330.4,1.3,1.1,2017-11-20,1225,A,67,6.0NRT,313,13.9,D
10.884,15.809,339.3,1,1,2017-11-20,1225,A,48,6.0NRT,319.1,18.7,D
10.88,15.782,340.2,1,1,2017-11-20,1225,A,41,6.0NRT,317.5,19.9,D
10.879,15.773,348.8,1,1,2017-11-20,1225,A,92,6.0NRT,316.9,38,D
10.894,15.817,346.4,1,1,2017-11-20,1225,A,90,6.0NRT,321,31.5,D
10.893,15.808,346.9,1,1,2017-11-20,1225,A,84,6.0NRT,321.1,31.5,D
11.239,18.234,327.9,1.2,1.1,2017-11-20,1225,A,61,6.0NRT,310.9,13.9,D
11.154,16.48,342.8,1,1,2017-11-20,1225,A,87,6.0NRT,317.1,30.5,D
11.153,16.471,348.5,1,1,2017-11-20,1225,A,92,6.0NRT,316.3,41.6,D
11.163,16.479,328.3,1,1,2017-11-20,1225,A,60,6.0NRT,314.9,8.5,D
11.162,16.47,327.6,1,1,2017-11-20,1225,A,57,6.0NRT,314.6,7.9,D
11.402,18.156,336.6,1.2,1.1,2017-11-20,1225,A,81,6.0NRT,312.6,24.4,D
11.411,17.675,331.8,1.1,1.1,2017-11-20,1225,A,23,6.0NRT,315.5,11.6,D
11.42,17.673,334.2,1.1,1.1,2017-11-20,1225,A,51,6.0NRT,316.7,16.1,D
11.419,17.663,345.8,1.1,1.1,2017-11-20,1225,A,90,6.0NRT,314.8,40,D
11.43,17.672,346.6,1.1,1.1,2017-11-20,1225,A,91,6.0NRT,316.4,40.1,D
11.428,17.662,347.8,1.1,1.1,2017-11-20,1225,A,91,6.0NRT,313.5,43.2,D
11.114,14.536,325.8,1,1,2017-11-20,1225,A,56,6.0NRT,314.2,6.4,D
11.026,13.642,335.2,1.1,1.1,2017-11-20,1225,A,79,6.0NRT,318.2,16.5,D
11.095,13.49,332.7,1.1,1.1,2017-11-20,1225,A,68,6.0NRT,315.7,13,D
11.21,13.703,334.1,1.1,1,2017-11-20,1225,A,67,6.0NRT,317.2,14.6,D
11.27,13.591,341.7,1.1,1.1,2017-11-20,1225,A,84,6.0NRT,315.1,30.8,D
11.269,13.581,439.5,1.1,1.1,2017-11-20,1225,A,100,6.0NRT,328.8,668.1,D
11.267,13.571,373.1,1.1,1.1,2017-11-20,1225,A,100,6.0NRT,313.7,129.8,D
11.276,13.595,344.2,1.1,1.1,2017-11-20,1225,A,88,6.0NRT,315.5,36.3,D
11.274,13.585,399.7,1.1,1.1,2017-11-20,1225,A,100,6.0NRT,325,274.3,D
11.273,13.575,410.1,1.1,1.1,2017-11-20,1225,A,100,6.0NRT,325,355.4,D
11.456,14.421,332.4,1,1,2017-11-20,1225,A,73,6.0NRT,317.6,11.5,D
11.455,14.411,331.6,1,1,2017-11-20,1225,A,67,6.0NRT,315.8,10.4,D
11.138,12.179,327.3,1.3,1.1,2017-11-20,1225,A,46,6.0NRT,313.8,8.8,D
11.136,12.166,327.6,1.3,1.1,2017-11-20,1225,A,42,6.0NRT,313.8,9.1,D
11.502,14.165,336.5,1.1,1,2017-11-20,1225,A,74,6.0NRT,321.3,16,D
11.427,13.667,329.1,1.1,1,2017-11-20,1225,A,61,6.0NRT,317,6.8,D
11.511,14.163,364.7,1.1,1,2017-11-20,1225,A,100,6.0NRT,319.3,82.8,D
11.51,14.154,335.7,1.1,1,2017-11-20,1225,A,69,6.0NRT,317,13.9,D
11.455,13.785,356.9,1.1,1,2017-11-20,1225,A,98,6.0NRT,315.4,66.7,D
11.453,13.775,363.4,1.1,1,2017-11-20,1225,A,100,6.0NRT,315.9,86.3,D
11.464,13.783,331.4,1.1,1,2017-11-20,1225,A,70,6.0NRT,313.7,13.6,D
11.261,12.443,334.6,1.3,1.1,2017-11-20,1225,A,75,6.0NRT,314.5,19.2,D
11.259,12.432,332.1,1.3,1.1,2017-11-20,1225,A,62,6.0NRT,315,14.5,D
11.416,13.399,331.6,1.1,1.1,2017-11-20,1225,A,60,6.0NRT,314.7,14.1,D
11.271,12.442,333.4,1.3,1.1,2017-11-20,1225,A,72,6.0NRT,314.8,17.3,D
11.426,13.398,328.9,1.1,1.1,2017-11-20,1225,A,34,6.0NRT,314.1,10,D
11.574,14.284,339.4,1,1,2017-11-20,1225,A,83,6.0NRT,317.7,21.6,D
11.614,14.432,336,1,1,2017-11-20,1225,A,79,6.0NRT,316.6,17.5,D
11.613,14.423,380.8,1,1,2017-11-20,1225,A,100,6.0NRT,320.9,143.7,D
11.624,14.431,330.8,1,1,2017-11-20,1225,A,45,6.0NRT,316.6,9.8,D
11.622,14.421,347.4,1,1,2017-11-20,1225,A,91,6.0NRT,318,37.6,D
11.638,14.4,330.2,1,1,2017-11-20,1225,A,32,6.0NRT,317.2,8,D
11.528,13.47,332,1.1,1.1,2017-11-20,1225,A,49,6.0NRT,315.8,12.9,D
11.533,13.463,334.2,1.1,1.1,2017-11-20,1225,A,65,6.0NRT,316.6,18.5,D
11.547,13.492,344.5,1.1,1.1,2017-11-20,1225,A,88,6.0NRT,317.2,33.4,D
11.545,13.482,345.3,1.1,1.1,2017-11-20,1225,A,89,6.0NRT,315.3,35.1,D
11.272,11.674,337,1.4,1.2,2017-11-20,1225,A,80,6.0NRT,313.8,36.1,D
11.679,14.242,332.3,1,1,2017-11-20,1225,A,72,6.0NRT,316,10.6,D
11.678,14.233,330.5,1,1,2017-11-20,1225,A,65,6.0NRT,318.2,8.2,D
11.752,14.671,329.3,1,1,2017-11-20,1225,A,50,6.0NRT,314,12.3,D
11.657,13.613,338.5,1.1,1,2017-11-20,1225,A,75,6.0NRT,316.4,20.6,D
11.656,13.603,338.7,1.1,1,2017-11-20,1225,A,75,6.0NRT,319.7,21.4,D
11.666,13.611,337.2,1.1,1,2017-11-20,1225,A,61,6.0NRT,316.6,18.1,D
11.873,13.994,333,1.1,1,2017-11-20,1225,A,59,6.0NRT,317.9,10.6,D
11.882,13.993,346.1,1.1,1,2017-11-20,1225,A,89,6.0NRT,319.4,33.9,D
11.889,13.986,330.4,1.1,1,2017-11-20,1225,A,47,6.0NRT,318.4,7.4,D
10.783,6.896,318.2,3.4,1.7,2017-11-20,1225,A,52,6.0NRT,298.6,43.6,D
12.009,14.356,330,1,1,2017-11-20,1225,A,61,6.0NRT,316.1,10,D
11.883,13.441,331.9,1.1,1.1,2017-11-20,1225,A,69,6.0NRT,318,10,D
11.986,13.765,333.8,1.1,1,2017-11-20,1225,A,74,6.0NRT,317.9,13.5,D
11.984,13.755,353.5,1.1,1,2017-11-20,1225,A,95,6.0NRT,318.2,55.6,D
11.997,13.774,358.7,1.1,1,2017-11-20,1225,A,99,6.0NRT,320.2,67.4,D
11.995,13.764,379.7,1.1,1,2017-11-20,1225,A,100,6.0NRT,320.3,145.5,D
11.994,13.754,370.1,1.1,1,2017-11-20,1225,A,100,6.0NRT,317.2,106.6,D
12.006,13.772,340.2,1.1,1,2017-11-20,1225,A,83,6.0NRT,318.2,23,D
12.004,13.762,341.4,1.1,1,2017-11-20,1225,A,85,6.0NRT,317.9,25.9,D
11.545,6.441,322.4,3.6,1.8,2017-11-20,1225,A,64,6.0NRT,304.5,59.5,D
12.793,13.431,337.2,1.1,1,2017-11-20,1225,A,62,6.0NRT,319.2,21.2,D
12.792,13.421,335.9,1.1,1,2017-11-20,1225,A,37,6.0NRT,317.1,17.9,D
13.398,13.534,335,1.1,1,2017-11-20,1225,A,76,6.0NRT,317.3,17.9,D
13.409,13.543,344,1.1,1,2017-11-20,1225,A,88,6.0NRT,316.8,32.2,D
13.427,13.54,345.5,1.1,1,2017-11-20,1225,A,90,6.0NRT,318.4,36.9,D
13.426,13.53,362.8,1.1,1,2017-11-20,1225,A,100,6.0NRT,320.6,82.7,D
13.462,13.584,331.7,1.1,1,2017-11-20,1225,A,46,6.0NRT,317.4,14.3,D
13.467,13.553,336,1.1,1,2017-11-20,1225,A,76,6.0NRT,317.2,17.2,D
13.465,13.543,338.3,1.1,1,2017-11-20,1225,A,83,6.0NRT,317.8,21.3,D
13.476,13.552,341.4,1.1,1,2017-11-20,1225,A,86,6.0NRT,317.8,27.1,D
13.519,13.539,328.4,1.1,1,2017-11-20,1225,A,59,6.0NRT,314.9,9.3,D
13.581,13.639,352.5,1.1,1,2017-11-20,1225,A,95,6.0NRT,318.4,52.9,D
13.653,13.631,336.6,1.1,1,2017-11-20,1225,A,69,6.0NRT,319.6,20.6,D
13.725,13.937,337.6,1,1,2017-11-20,1225,A,74,6.0NRT,318.2,23.7,D
14.132,13.257,328.1,1.1,1,2017-11-20,1225,A,55,6.0NRT,316.7,7.8,D
-28.003,29.697,331.6,1.6,1.2,2017-11-20,1215,A,59,6.0NRT,310.5,39.2,D
-28.003,29.69,333.2,1.6,1.2,2017-11-20,1215,A,80,6.0NRT,309.8,43.2,D
-26.357,32.814,321.7,2.8,1.6,2017-11-20,1215,A,62,6.0NRT,304.6,38.8,D
-26.841,30.281,340.6,1.9,1.3,2017-11-20,1215,A,87,6.0NRT,308.6,82.4,D
-26.7,30.753,379,2,1.4,2017-11-20,1215,A,94,6.0NRT,299.8,393.8,D
-26.694,30.764,351.3,2,1.4,2017-11-20,1215,A,72,6.0NRT,289,158.5,D
-26.698,30.745,351.6,2,1.4,2017-11-20,1215,A,95,6.0NRT,298.9,157.5,D
-26.415,30.916,337.5,2.1,1.4,2017-11-20,1215,A,85,6.0NRT,302.3,91.1,D
-26.187,30.798,322.7,2.1,1.4,2017-11-20,1215,A,63,6.0NRT,299.8,34.7,D
-26.17,30.816,346.2,2.1,1.4,2017-11-20,1215,A,92,6.0NRT,303.8,130.6,D
-26.175,30.795,351.2,2.1,1.4,2017-11-20,1215,A,95,6.0NRT,303.2,161.9,D
-25.95,31.256,322.9,2.3,1.5,2017-11-20,1215,A,63,6.0NRT,304.5,38.7,D
-25.854,31.076,355.3,2.2,1.4,2017-11-20,1215,A,97,6.0NRT,303.6,212.4,D
-25.859,31.053,346.3,2.2,1.4,2017-11-20,1215,A,92,6.0NRT,307.4,149.7,D
-25.841,31.073,377.3,2.2,1.4,2017-11-20,1215,A,100,6.0NRT,306.3,429.2,D
-25.846,31.052,344.9,2.2,1.4,2017-11-20,1215,A,91,6.0NRT,303.7,139,D
-25.634,30.784,325.6,2.1,1.4,2017-11-20,1215,A,68,6.0NRT,301.3,51,D
-25.639,30.76,338.5,2.1,1.4,2017-11-20,1215,A,85,6.0NRT,298.4,103.8,D
-25.626,30.756,348.6,2.1,1.4,2017-11-20,1215,A,93,6.0NRT,300.7,158.8,D
-25.646,30.587,321.5,2.1,1.4,2017-11-20,1215,A,52,6.0NRT,301.8,37.2,D
-25.825,29.324,330.3,1.7,1.3,2017-11-20,1215,A,74,6.0NRT,312.9,26.6,D
-25.565,30.522,349.8,2.1,1.4,2017-11-20,1215,A,94,6.0NRT,294.6,157.3,D
-25.353,30.522,333.1,2.1,1.4,2017-11-20,1215,A,79,6.0NRT,299.9,75.5,D
-25.357,30.504,321.4,2.1,1.4,2017-11-20,1215,A,40,6.0NRT,300.2,35.3,D
-25.354,30.517,331,2.1,1.4,2017-11-20,1215,A,75,6.0NRT,300.4,66.4,D
-25.108,30.966,321.6,2.3,1.5,2017-11-20,1215,A,38,6.0NRT,304.7,36.8,D
-24.933,31.456,331.1,2.5,1.5,2017-11-20,1215,A,75,6.0NRT,311.8,49.1,D
-23.994,33.56,324.4,3.6,1.8,2017-11-20,1215,A,42,6.0NRT,309.3,51.6,D
-25.036,27.551,333.3,1.3,1.1,2017-11-20,1215,A,60,6.0NRT,315.9,17.8,D
-25.526,22.833,363.1,1,1,2017-11-20,1215,A,95,6.0NRT,323.8,74.1,D
-23.294,34.759,325,4.6,2,2017-11-20,1215,A,57,6.0NRT,301.6,127.6,D
-24.804,26.918,339.3,1.3,1.1,2017-11-20,1215,A,81,6.0NRT,319.8,26.6,D
-23.242,34.745,322.8,4.6,2,2017-11-20,1215,A,32,6.0NRT,300.4,110.8,D
-23.294,34.751,322.7,4.6,2,2017-11-20,1215,A,39,6.0NRT,301.7,98.7,D
-22.773,32.665,329.3,3.4,1.7,2017-11-20,1215,A,69,6.0NRT,311.7,63.8,D
-22.777,32.659,327.8,3.4,1.7,2017-11-20,1215,A,66,6.0NRT,312,54.3,D
-22.506,32.246,327.8,3.2,1.7,2017-11-20,1215,A,51,6.0NRT,312.3,47.7,D
-22.513,32.215,331.8,3.2,1.7,2017-11-20,1215,A,76,6.0NRT,311.5,75.6,D
-22.504,32.181,345.9,3.1,1.7,2017-11-20,1215,A,91,6.0NRT,309.9,196.2,D
-22.508,32.238,333.3,3.2,1.7,2017-11-20,1215,A,78,6.0NRT,312.3,86,D
-22.514,32.208,328.3,3.2,1.7,2017-11-20,1215,A,70,6.0NRT,311.1,51.7,D
-22.499,32.204,332,3.2,1.7,2017-11-20,1215,A,76,6.0NRT,310.1,78.6,D
-22.506,32.174,337.9,3.1,1.7,2017-11-20,1215,A,84,6.0NRT,309.7,124.4,D
-22.387,32.077,330,3.1,1.7,2017-11-20,1215,A,70,6.0NRT,310.1,70.4,D
